"participant";"prime_category";"prime_context";"prime_filename";"target_category";"target_context";"target_filename";"congruency";"mask_contrast";"soa";"iti";"task";"accuracy";"rt"
"8414";"9";"outdoor";"garden";"SHINEd_garden14.jpg";"outdoor";"woods";"SHINEd_woods04.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.3;"pri";"correct";587.394572346057
"8415";"9";"outdoor";"train";"SHINEd_train06.jpg";"indoor";"kitchen";"SHINEd_kitchen12.jpg";"incongruent";"20% (high prime visibility)";"400 ms";0.8;"pri";"correct";529.379985386186
"8416";"9";"indoor";"kitchen";"SHINEd_kitchen09.jpg";"indoor";"lobby";"SHINEd_lobby05.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.25;"pri";"wrong";367.443123097473
"8417";"9";"indoor";"lobby";"SHINEd_lobby15.jpg";"indoor";"church";"SHINEd_church15.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.15;"pri";"correct";489.392929032874
"8418";"9";"indoor";"concerthall";"SHINEd_concerthall03.jpg";"indoor";"staircase";"SHINEd_staircase13.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.1;"pri";"correct";469.383100555206
"8419";"9";"indoor";"concerthall";"SHINEd_concerthall03.jpg";"indoor";"livingroom";"SHINEd_livingroom07.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.35;"pri";"correct";451.389981697503
"8420";"9";"indoor";"bar";"SHINEd_bar01.jpg";"indoor";"classroom";"SHINEd_classroom09.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.3;"pri";"correct";423.388477239314
"8421";"9";"outdoor";"house";"SHINEd_house02.jpg";"outdoor";"seaport";"SHINEd_seaport08.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.05;"pri";"correct";571.435368983657
"8422";"9";"outdoor";"constructionsite";"SHINEd_construction02.jpg";"outdoor";"mountain";"SHINEd_mountains10.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.35;"pri";"correct";541.353161126608
"8423";"9";"outdoor";"bridge";"SHINEd_bridge03.jpg";"indoor";"bathroom";"SHINEd_bathroom12.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.25;"pri";"correct";505.412805742708
"8424";"9";"outdoor";"parking";"SHINEd_parking13.jpg";"indoor";"bar";"SHINEd_bar02.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.4;"pri";"correct";615.401812094206
"8425";"9";"indoor";"staircase";"SHINEd_staircase05.jpg";"outdoor";"woods";"SHINEd_woods09.jpg";"incongruent";"20% (high prime visibility)";"200 ms";0.8;"pri";"correct";495.42494644993
"8426";"9";"outdoor";"shopfront";"SHINEd_shopfront01.jpg";"indoor";"church";"SHINEd_church06.jpg";"incongruent";"20% (high prime visibility)";"400 ms";0.8;"pri";"correct";367.454895538685
"8427";"9";"outdoor";"parking";"SHINEd_parking13.jpg";"outdoor";"street";"SHINEd_street06.jpg";"congruent";"100% (low prime visibility)";"200 ms";0.8;"pri";"correct";503.419942860091
"8428";"9";"outdoor";"garden";"SHINEd_garden14.jpg";"outdoor";"woods";"SHINEd_woods04.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.45;"pri";"correct";827.402034262377
"8429";"9";"indoor";"office";"SHINEd_office13.jpg";"outdoor";"garden";"SHINEd_garden02.jpg";"incongruent";"20% (high prime visibility)";"200 ms";0.9;"pri";"correct";565.374373251871
"8430";"9";"indoor";"church";"SHINEd_church10.jpg";"outdoor";"playground";"SHINEd_playground15.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1;"pri";"correct";599.384953959998
"8431";"9";"indoor";"diningroom";"SHINEd_diningroom13.jpg";"indoor";"office";"SHINEd_office09.jpg";"congruent";"20% (high prime visibility)";"200 ms";0.9;"pri";"correct";549.406114167141
"8432";"9";"outdoor";"garden";"SHINEd_garden14.jpg";"indoor";"library";"SHINEd_library11.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.15;"pri";"correct";499.43270780841
"8433";"9";"indoor";"kitchen";"SHINEd_kitchen09.jpg";"outdoor";"campsite";"SHINEd_campsite09.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.25;"pri";"correct";583.372925544609
"8434";"9";"outdoor";"playground";"SHINEd_playground07.jpg";"outdoor";"gasstation";"SHINEd_gasstation08.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.45;"pri";"correct";747.430940130471
"8435";"9";"outdoor";"constructionsite";"SHINEd_construction02.jpg";"indoor";"bathroom";"SHINEd_bathroom14.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.45;"pri";"correct";565.401540423409
"8436";"9";"outdoor";"shopfront";"SHINEd_shopfront11.jpg";"indoor";"concerthall";"SHINEd_concerthall01.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.05;"pri";"correct";629.437277929355
"8437";"9";"indoor";"kitchen";"SHINEd_kitchen02.jpg";"outdoor";"house";"SHINEd_house04.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.25;"pri";"wrong";1439.40714651944
"8438";"9";"outdoor";"parking";"SHINEd_parking13.jpg";"indoor";"diningroom";"SHINEd_diningroom03.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.35;"pri";"correct";1147.41379462794
"8439";"9";"indoor";"livingroom";"SHINEd_livingroom13.jpg";"outdoor";"campsite";"SHINEd_campsite07.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.35;"pri";"correct";417.416529456204
"8440";"9";"indoor";"concerthall";"SHINEd_concerthall03.jpg";"indoor";"diningroom";"SHINEd_diningroom10.jpg";"congruent";"100% (low prime visibility)";"400 ms";0.8;"pri";"correct";625.43072400149
"8441";"9";"indoor";"corridor";"SHINEd_corridor01.jpg";"outdoor";"woods";"SHINEd_woods12.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.3;"pri";"correct";435.451908357209
"8442";"9";"indoor";"corridor";"SHINEd_corridor15.jpg";"outdoor";"seaport";"SHINEd_seaport13.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.05;"pri";"correct";661.403076273928
"8443";"9";"indoor";"library";"SHINEd_library06.jpg";"outdoor";"bridge";"SHINEd_bridge14.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1;"pri";"correct";403.459546557315
"8444";"9";"indoor";"kitchen";"SHINEd_kitchen09.jpg";"indoor";"bedroom";"SHINEd_bedroom02.jpg";"congruent";"100% (low prime visibility)";"400 ms";0.9;"pri";"correct";497.457956373182
"8445";"9";"outdoor";"garden";"SHINEd_garden14.jpg";"indoor";"library";"SHINEd_library11.jpg";"incongruent";"100% (low prime visibility)";"400 ms";0.8;"pri";"correct";521.452605044033
"8446";"9";"indoor";"library";"SHINEd_library06.jpg";"indoor";"restaurant";"SHINEd_restaurant13.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.15;"pri";"correct";525.442254955124
"8447";"9";"outdoor";"train";"SHINEd_train04.jpg";"indoor";"bedroom";"SHINEd_bedroom03.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.05;"pri";"correct";421.421875955275
"8448";"9";"outdoor";"constructionsite";"SHINEd_construction09.jpg";"indoor";"library";"SHINEd_library15.jpg";"incongruent";"100% (low prime visibility)";"200 ms";0.85;"pri";"correct";601.462638785051
"8449";"9";"outdoor";"gasstation";"SHINEd_gasstation09.jpg";"indoor";"library";"SHINEd_library03.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.5;"pri";"correct";511.461425318885
"8450";"9";"outdoor";"woods";"SHINEd_woods10.jpg";"indoor";"diningroom";"SHINEd_diningroom06.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.2;"pri";"correct";467.44819430296
"8451";"9";"indoor";"restaurant";"SHINEd_restaurant04.jpg";"outdoor";"seaport";"SHINEd_seaport15.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.15;"pri";"correct";611.44566835992
"8452";"9";"outdoor";"street";"SHINEd_street03.jpg";"indoor";"lobby";"SHINEd_lobby02.jpg";"incongruent";"20% (high prime visibility)";"200 ms";0.85;"pri";"correct";473.423160660786
"8453";"9";"indoor";"bedroom";"SHINEd_bedroom05.jpg";"outdoor";"tenniscourt";"SHINEd_tenniscourt09.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.05;"pri";"correct";563.452446870542
"8454";"9";"indoor";"office";"SHINEd_office13.jpg";"outdoor";"constructionsite";"SHINEd_construction03.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.2;"pri";"correct";525.455838541347
"8455";"9";"outdoor";"campsite";"SHINEd_campsite10.jpg";"indoor";"church";"SHINEd_church03.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1;"pri";"correct";919.467650826846
"8456";"9";"indoor";"diningroom";"SHINEd_diningroom13.jpg";"outdoor";"garden";"SHINEd_garden07.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.15;"pri";"correct";435.474245809019
"8457";"9";"outdoor";"tenniscourt";"SHINEd_tenniscourt08.jpg";"outdoor";"house";"SHINEd_house07.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.5;"pri";"correct";603.445540372377
"8458";"9";"indoor";"diningroom";"SHINEd_diningroom13.jpg";"outdoor";"garden";"SHINEd_garden07.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.15;"pri";"correct";463.490239422754
"8459";"9";"indoor";"restaurant";"SHINEd_restaurant10.jpg";"indoor";"kitchen";"SHINEd_kitchen11.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.35;"pri";"correct";607.489826482379
"8460";"9";"indoor";"classroom";"SHINEd_classroom07.jpg";"outdoor";"parking";"SHINEd_parking02.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.1;"pri";"correct";915.467737761901
"8461";"9";"indoor";"diningroom";"SHINEd_diningroom01.jpg";"outdoor";"train";"SHINEd_train10.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.4;"pri";"correct";499.493984871151
"8462";"9";"indoor";"library";"SHINEd_library06.jpg";"indoor";"restaurant";"SHINEd_restaurant13.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.25;"pri";"correct";559.527696310397
"8463";"9";"outdoor";"train";"SHINEd_train04.jpg";"indoor";"church";"SHINEd_church11.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.4;"pri";"correct";513.46575878415
"8464";"9";"indoor";"bedroom";"SHINEd_bedroom05.jpg";"indoor";"church";"SHINEd_church04.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.15;"pri";"correct";615.498406477855
"8465";"9";"indoor";"church";"SHINEd_church14.jpg";"outdoor";"parking";"SHINEd_parking10.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.05;"pri";"correct";565.504473813235
"8466";"9";"indoor";"staircase";"SHINEd_staircase02.jpg";"outdoor";"shopfront";"SHINEd_shopfront06.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.05;"pri";"wrong";485.490817782193
"8467";"9";"indoor";"library";"SHINEd_library10.jpg";"indoor";"classroom";"SHINEd_classroom02.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.1;"pri";"correct";467.49769892449
"8468";"9";"outdoor";"house";"SHINEd_house11.jpg";"outdoor";"campsite";"SHINEd_campsite01.jpg";"congruent";"100% (low prime visibility)";"400 ms";0.95;"pri";"correct";633.495751339979
"8469";"9";"outdoor";"constructionsite";"SHINEd_construction02.jpg";"outdoor";"gasstation";"SHINEd_gasstation13.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.1;"pri";"correct";1153.48444979736
"8470";"9";"outdoor";"campsite";"SHINEd_campsite12.jpg";"outdoor";"shopfront";"SHINEd_shopfront09.jpg";"congruent";"20% (high prime visibility)";"400 ms";1;"pri";"correct";453.466760951414
"8471";"9";"outdoor";"parking";"SHINEd_parking05.jpg";"outdoor";"house";"SHINEd_house10.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.5;"pri";"correct";1073.50188508372
"8472";"9";"outdoor";"shopfront";"SHINEd_shopfront01.jpg";"indoor";"church";"SHINEd_church06.jpg";"incongruent";"20% (high prime visibility)";"200 ms";0.95;"pri";"correct";567.501562699363
"8473";"9";"indoor";"diningroom";"SHINEd_diningroom13.jpg";"indoor";"library";"SHINEd_library01.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.45;"pri";"correct";519.522528510606
"8474";"9";"outdoor";"mountain";"SHINEd_mountains09.jpg";"indoor";"bedroom";"SHINEd_bedroom14.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.3;"pri";"correct";605.522621483033
"8475";"9";"indoor";"diningroom";"SHINEd_diningroom13.jpg";"outdoor";"bridge";"SHINEd_bridge08.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.05;"pri";"correct";501.477188315221
"8476";"9";"outdoor";"parking";"SHINEd_parking13.jpg";"indoor";"office";"SHINEd_office07.jpg";"incongruent";"20% (high prime visibility)";"400 ms";0.85;"pri";"correct";553.492660320444
"8477";"9";"outdoor";"seaport";"SHINEd_seaport03.jpg";"indoor";"diningroom";"SHINEd_diningroom05.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.5;"pri";"correct";457.532177082612
"8478";"9";"indoor";"bathroom";"SHINEd_bathroom06.jpg";"indoor";"office";"SHINEd_office06.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.2;"pri";"correct";561.469243426473
"8479";"9";"outdoor";"seaport";"SHINEd_seaport14.jpg";"outdoor";"mountain";"SHINEd_mountains12.jpg";"congruent";"100% (low prime visibility)";"200 ms";0.85;"pri";"correct";425.517175975074
"8480";"9";"indoor";"bedroom";"SHINEd_bedroom05.jpg";"outdoor";"tenniscourt";"SHINEd_tenniscourt09.jpg";"incongruent";"100% (low prime visibility)";"200 ms";0.95;"pri";"correct";633.511146070305
"8481";"9";"indoor";"office";"SHINEd_office03.jpg";"indoor";"restaurant";"SHINEd_restaurant09.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.5;"pri";"correct";513.520394982152
"8482";"9";"indoor";"bathroom";"SHINEd_bathroom06.jpg";"outdoor";"parking";"SHINEd_parking03.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.45;"pri";"correct";515.510843005359
"8483";"9";"outdoor";"woods";"SHINEd_woods10.jpg";"indoor";"bedroom";"SHINEd_bedroom11.jpg";"incongruent";"100% (low prime visibility)";"400 ms";0.9;"pri";"correct";435.508355699312
"8484";"9";"indoor";"restaurant";"SHINEd_restaurant04.jpg";"outdoor";"street";"SHINEd_street07.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.4;"pri";"wrong";391.545534878787
"8485";"9";"outdoor";"playground";"SHINEd_playground07.jpg";"indoor";"office";"SHINEd_office11.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.3;"pri";"correct";679.546218284486
"8486";"9";"outdoor";"playground";"SHINEd_playground07.jpg";"indoor";"bar";"SHINEd_bar08.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.45;"pri";"correct";607.542953393022
"8487";"9";"indoor";"classroom";"SHINEd_classroom14.jpg";"indoor";"kitchen";"SHINEd_kitchen04.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.15;"pri";"correct";595.53023432818
"8488";"9";"indoor";"kitchen";"SHINEd_kitchen02.jpg";"indoor";"church";"SHINEd_church13.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.05;"pri";"correct";573.499168366652
"8489";"9";"outdoor";"bridge";"SHINEd_bridge10.jpg";"outdoor";"woods";"SHINEd_woods14.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.2;"pri";"correct";389.588894890039
"8490";"9";"outdoor";"train";"SHINEd_train06.jpg";"outdoor";"shopfront";"SHINEd_shopfront13.jpg";"congruent";"100% (low prime visibility)";"400 ms";0.9;"pri";"correct";573.554710137614
"8491";"9";"outdoor";"shopfront";"SHINEd_shopfront01.jpg";"outdoor";"house";"SHINEd_house13.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.2;"pri";"correct";781.530568786366
"8492";"9";"indoor";"corridor";"SHINEd_corridor15.jpg";"indoor";"concerthall";"SHINEd_concerthall15.jpg";"congruent";"20% (high prime visibility)";"200 ms";0.85;"pri";"correct";569.544232061162
"8493";"9";"indoor";"bar";"SHINEd_bar05.jpg";"indoor";"library";"SHINEd_library08.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.3;"pri";"correct";1117.53202011641
"8494";"9";"outdoor";"tenniscourt";"SHINEd_tenniscourt08.jpg";"indoor";"diningroom";"SHINEd_diningroom02.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.4;"pri";"correct";857.558499052175
"8495";"9";"indoor";"kitchen";"SHINEd_kitchen02.jpg";"outdoor";"house";"SHINEd_house04.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.1;"pri";"correct";589.564625551247
"8496";"9";"indoor";"livingroom";"SHINEd_livingroom13.jpg";"indoor";"bedroom";"SHINEd_bedroom08.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.3;"pri";"correct";949.578535141882
"8497";"9";"indoor";"church";"SHINEd_church14.jpg";"indoor";"restaurant";"SHINEd_restaurant11.jpg";"congruent";"100% (low prime visibility)";"400 ms";0.85;"pri";"correct";631.568995239832
"8498";"9";"indoor";"library";"SHINEd_library06.jpg";"outdoor";"woods";"SHINEd_woods06.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1;"pri";"correct";443.571873752262
"8499";"9";"outdoor";"train";"SHINEd_train06.jpg";"outdoor";"street";"SHINEd_street09.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.15;"pri";"wrong";519.536413953574
"8500";"9";"outdoor";"campsite";"SHINEd_campsite10.jpg";"outdoor";"seaport";"SHINEd_seaport02.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.3;"pri";"correct";533.573087219338
"8501";"9";"indoor";"library";"SHINEd_library10.jpg";"indoor";"bedroom";"SHINEd_bedroom01.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.05;"pri";"correct";659.578951705043
"8502";"9";"indoor";"staircase";"SHINEd_staircase02.jpg";"outdoor";"house";"SHINEd_house15.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.2;"pri";"correct";513.581370188149
"8503";"9";"indoor";"library";"SHINEd_library06.jpg";"outdoor";"garden";"SHINEd_garden08.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.5;"pri";"correct";449.585176005712
"8504";"9";"indoor";"corridor";"SHINEd_corridor15.jpg";"outdoor";"campsite";"SHINEd_campsite08.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.15;"pri";"correct";539.570692885718
"8505";"9";"indoor";"concerthall";"SHINEd_concerthall14.jpg";"indoor";"lobby";"SHINEd_lobby03.jpg";"congruent";"100% (low prime visibility)";"400 ms";0.9;"pri";"correct";709.538472620807
"8506";"9";"indoor";"lobby";"SHINEd_lobby14.jpg";"indoor";"corridor";"SHINEd_corridor12.jpg";"congruent";"100% (low prime visibility)";"200 ms";0.8;"pri";"correct";609.588943187191
"8507";"9";"outdoor";"street";"SHINEd_street15.jpg";"indoor";"church";"SHINEd_church09.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.05;"pri";"correct";639.586329101803
"8508";"9";"indoor";"concerthall";"SHINEd_concerthall14.jpg";"indoor";"kitchen";"SHINEd_kitchen01.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.4;"pri";"correct";585.555053047756
"8509";"9";"indoor";"bathroom";"SHINEd_bathroom05.jpg";"outdoor";"gasstation";"SHINEd_gasstation15.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.25;"pri";"correct";877.593079841972
"8510";"9";"outdoor";"tenniscourt";"SHINEd_tenniscourt03.jpg";"outdoor";"woods";"SHINEd_woods02.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.4;"pri";"correct";559.590180802843
"8511";"9";"outdoor";"seaport";"SHINEd_seaport03.jpg";"outdoor";"playground";"SHINEd_playground06.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.05;"pri";"correct";503.594416466512
"8512";"9";"outdoor";"street";"SHINEd_street03.jpg";"indoor";"bedroom";"SHINEd_bedroom06.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.4;"pri";"correct";413.548226239982
"8513";"9";"indoor";"office";"SHINEd_office03.jpg";"indoor";"bathroom";"SHINEd_bathroom08.jpg";"congruent";"20% (high prime visibility)";"200 ms";1;"pri";"correct";557.609090361439
"8514";"9";"indoor";"lobby";"SHINEd_lobby14.jpg";"indoor";"library";"SHINEd_library09.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.45;"pri";"correct";933.574656877681
"8515";"9";"outdoor";"woods";"SHINEd_woods10.jpg";"indoor";"diningroom";"SHINEd_diningroom06.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.4;"pri";"correct";477.610225344506
"8516";"9";"outdoor";"campsite";"SHINEd_campsite10.jpg";"outdoor";"bridge";"SHINEd_bridge06.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.45;"pri";"wrong";447.571484959553
"8517";"9";"indoor";"livingroom";"SHINEd_livingroom14.jpg";"outdoor";"house";"SHINEd_house09.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.4;"pri";"correct";799.623904316832
"8518";"9";"indoor";"classroom";"SHINEd_classroom14.jpg";"indoor";"staircase";"SHINEd_staircase08.jpg";"congruent";"20% (high prime visibility)";"200 ms";0.95;"pri";"correct";675.606374850759
"8519";"9";"indoor";"church";"SHINEd_church14.jpg";"outdoor";"gasstation";"SHINEd_gasstation07.jpg";"incongruent";"100% (low prime visibility)";"200 ms";0.85;"pri";"correct";717.618290975224
"8520";"9";"outdoor";"mountain";"SHINEd_mountains02.jpg";"outdoor";"shopfront";"SHINEd_shopfront07.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.4;"pri";"correct";673.574270500467
"8521";"9";"indoor";"church";"SHINEd_church10.jpg";"indoor";"concerthall";"SHINEd_concerthall05.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.05;"pri";"correct";557.679121289766
"8522";"9";"indoor";"livingroom";"SHINEd_livingroom14.jpg";"outdoor";"constructionsite";"SHINEd_construction12.jpg";"incongruent";"100% (low prime visibility)";"200 ms";0.95;"pri";"wrong";403.685034072623
"8523";"9";"indoor";"kitchen";"SHINEd_kitchen02.jpg";"indoor";"church";"SHINEd_church13.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.2;"pri";"correct";765.681845250583
"8524";"9";"outdoor";"gasstation";"SHINEd_gasstation05.jpg";"indoor";"bar";"SHINEd_bar04.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.15;"pri";"correct";633.58842157777
"8525";"9";"indoor";"restaurant";"SHINEd_restaurant04.jpg";"outdoor";"parking";"SHINEd_parking15.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.25;"pri";"correct";427.663080583443
"8526";"9";"outdoor";"tenniscourt";"SHINEd_tenniscourt03.jpg";"outdoor";"constructionsite";"SHINEd_construction04.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.15;"pri";"correct";571.67444008337
"8527";"9";"outdoor";"bridge";"SHINEd_bridge03.jpg";"outdoor";"playground";"SHINEd_playground03.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.25;"pri";"correct";505.701079607206
"8528";"9";"outdoor";"garden";"SHINEd_garden14.jpg";"outdoor";"house";"SHINEd_house12.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.1;"pri";"correct";595.679955623382
"8529";"9";"outdoor";"seaport";"SHINEd_seaport03.jpg";"outdoor";"playground";"SHINEd_playground14.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.4;"pri";"correct";455.702619080512
"8530";"9";"indoor";"corridor";"SHINEd_corridor15.jpg";"outdoor";"parking";"SHINEd_parking09.jpg";"incongruent";"100% (low prime visibility)";"200 ms";0.9;"pri";"correct";699.693995617054
"8531";"9";"outdoor";"constructionsite";"SHINEd_construction02.jpg";"outdoor";"garden";"SHINEd_garden12.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.5;"pri";"correct";421.682378934747
"8532";"9";"outdoor";"seaport";"SHINEd_seaport03.jpg";"outdoor";"playground";"SHINEd_playground06.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.35;"pri";"correct";429.697901652617
"8533";"9";"indoor";"bar";"SHINEd_bar05.jpg";"indoor";"library";"SHINEd_library08.jpg";"congruent";"100% (low prime visibility)";"400 ms";0.9;"pri";"wrong";453.699493044951
"8534";"9";"outdoor";"seaport";"SHINEd_seaport14.jpg";"outdoor";"shopfront";"SHINEd_shopfront02.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.45;"pri";"correct";795.681042310207
"8535";"9";"outdoor";"parking";"SHINEd_parking05.jpg";"indoor";"classroom";"SHINEd_classroom03.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.35;"pri";"correct";657.691437072572
"8536";"9";"outdoor";"playground";"SHINEd_playground13.jpg";"indoor";"bedroom";"SHINEd_bedroom15.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.2;"pri";"correct";607.683920822637
"8537";"9";"outdoor";"shopfront";"SHINEd_shopfront11.jpg";"indoor";"bathroom";"SHINEd_bathroom04.jpg";"incongruent";"100% (low prime visibility)";"200 ms";0.8;"pri";"correct";543.663276187544
"8538";"9";"outdoor";"shopfront";"SHINEd_shopfront01.jpg";"indoor";"classroom";"SHINEd_classroom13.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.5;"pri";"correct";377.77298688161
"8539";"9";"outdoor";"campsite";"SHINEd_campsite10.jpg";"indoor";"corridor";"SHINEd_corridor08.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.05;"pri";"correct";551.70324935898
"8540";"9";"outdoor";"playground";"SHINEd_playground13.jpg";"outdoor";"mountain";"SHINEd_mountains11.jpg";"congruent";"100% (low prime visibility)";"400 ms";0.8;"pri";"wrong";467.695717411516
"8541";"9";"indoor";"classroom";"SHINEd_classroom07.jpg";"indoor";"bar";"SHINEd_bar15.jpg";"congruent";"20% (high prime visibility)";"200 ms";0.85;"pri";"correct";685.681470947202
"8542";"9";"outdoor";"gasstation";"SHINEd_gasstation05.jpg";"outdoor";"tenniscourt";"SHINEd_tenniscourt02.jpg";"congruent";"20% (high prime visibility)";"400 ms";1;"pri";"correct";559.72299808036
"8543";"9";"outdoor";"street";"SHINEd_street15.jpg";"outdoor";"train";"SHINEd_train11.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.25;"pri";"correct";543.701008368771
"8544";"9";"indoor";"lobby";"SHINEd_lobby14.jpg";"outdoor";"playground";"SHINEd_playground01.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1;"pri";"correct";501.68697924255
"8545";"9";"indoor";"lobby";"SHINEd_lobby14.jpg";"indoor";"corridor";"SHINEd_corridor12.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.25;"pri";"correct";601.696276451548
"8546";"9";"indoor";"bathroom";"SHINEd_bathroom05.jpg";"indoor";"staircase";"SHINEd_staircase11.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.35;"pri";"correct";701.686254784363
"8547";"9";"outdoor";"gasstation";"SHINEd_gasstation09.jpg";"indoor";"lobby";"SHINEd_lobby11.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.5;"pri";"correct";615.731742287608
"8548";"9";"outdoor";"campsite";"SHINEd_campsite10.jpg";"outdoor";"seaport";"SHINEd_seaport02.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.45;"pri";"correct";541.692147041431
"8549";"9";"outdoor";"constructionsite";"SHINEd_construction09.jpg";"outdoor";"campsite";"SHINEd_campsite13.jpg";"congruent";"100% (low prime visibility)";"200 ms";0.9;"pri";"correct";527.72520284725
"8550";"9";"outdoor";"gasstation";"SHINEd_gasstation09.jpg";"indoor";"classroom";"SHINEd_classroom01.jpg";"incongruent";"20% (high prime visibility)";"400 ms";0.95;"pri";"correct";561.704390380328
