"participant";"prime_category";"prime_context";"prime_filename";"target_category";"target_context";"target_filename";"congruency";"mask_contrast";"soa";"iti";"task";"accuracy";"rt"
"137";"1";"outdoor";"house";"SHINEd_house02.jpg";"indoor";"bar";"SHINEd_bar06.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.2;"vis";"correct";1391.39351328868
"138";"1";"outdoor";"seaport";"SHINEd_seaport03.jpg";"indoor";"concerthall";"SHINEd_concerthall06.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.4;"vis";"correct";969.435441651513
"139";"1";"outdoor";"gasstation";"SHINEd_gasstation05.jpg";"indoor";"church";"SHINEd_church05.jpg";"incongruent";"100% (low prime visibility)";"200 ms";0.8;"vis";"correct";1935.35562918805
"140";"1";"outdoor";"woods";"SHINEd_woods10.jpg";"outdoor";"train";"SHINEd_train08.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.3;"vis";"wrong";1633.39758169968
"141";"1";"indoor";"lobby";"SHINEd_lobby14.jpg";"outdoor";"playground";"SHINEd_playground03.jpg";"incongruent";"100% (low prime visibility)";"200 ms";0.9;"vis";"correct";1279.40232505989
"142";"1";"indoor";"livingroom";"SHINEd_livingroom13.jpg";"indoor";"corridor";"SHINEd_corridor05.jpg";"congruent";"100% (low prime visibility)";"200 ms";1;"vis";"correct";2055.38734818765
"143";"1";"indoor";"concerthall";"SHINEd_concerthall03.jpg";"outdoor";"campsite";"SHINEd_campsite05.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.25;"vis";"correct";1195.40976399276
"144";"1";"indoor";"restaurant";"SHINEd_restaurant04.jpg";"outdoor";"woods";"SHINEd_woods01.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.1;"vis";"correct";1041.42501193201
"145";"1";"indoor";"corridor";"SHINEd_corridor01.jpg";"indoor";"bar";"SHINEd_bar06.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.05;"vis";"correct";1183.43816620109
"146";"1";"indoor";"diningroom";"SHINEd_diningroom13.jpg";"outdoor";"shopfront";"SHINEd_shopfront06.jpg";"incongruent";"20% (high prime visibility)";"400 ms";0.95;"vis";"correct";845.417717890996
"147";"1";"outdoor";"house";"SHINEd_house02.jpg";"outdoor";"bridge";"SHINEd_bridge06.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.5;"vis";"correct";833.438573706189
"148";"1";"outdoor";"campsite";"SHINEd_campsite10.jpg";"indoor";"diningroom";"SHINEd_diningroom06.jpg";"incongruent";"100% (low prime visibility)";"200 ms";0.85;"vis";"correct";1041.39784491781
"149";"1";"indoor";"bar";"SHINEd_bar05.jpg";"outdoor";"bridge";"SHINEd_bridge06.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.2;"vis";"correct";761.388934137358
"150";"1";"outdoor";"shopfront";"SHINEd_shopfront11.jpg";"indoor";"bedroom";"SHINEd_bedroom03.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.1;"vis";"wrong";965.416232761527
"151";"1";"indoor";"bathroom";"SHINEd_bathroom05.jpg";"outdoor";"playground";"SHINEd_playground01.jpg";"incongruent";"20% (high prime visibility)";"400 ms";0.85;"vis";"correct";1003.4268103891
"152";"1";"outdoor";"train";"SHINEd_train04.jpg";"indoor";"concerthall";"SHINEd_concerthall02.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1;"vis";"wrong";931.413997217533
"153";"1";"indoor";"staircase";"SHINEd_staircase02.jpg";"outdoor";"constructionsite";"SHINEd_construction04.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.05;"vis";"correct";975.442672302961
"154";"1";"outdoor";"seaport";"SHINEd_seaport03.jpg";"outdoor";"mountain";"SHINEd_mountains01.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.3;"vis";"wrong";953.39392320875
"155";"1";"indoor";"bathroom";"SHINEd_bathroom05.jpg";"indoor";"diningroom";"SHINEd_diningroom04.jpg";"congruent";"100% (low prime visibility)";"400 ms";1;"vis";"correct";1035.43136478766
"156";"1";"outdoor";"constructionsite";"SHINEd_construction02.jpg";"outdoor";"train";"SHINEd_train01.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.3;"vis";"correct";873.430532270504
"157";"1";"indoor";"concerthall";"SHINEd_concerthall14.jpg";"indoor";"lobby";"SHINEd_lobby06.jpg";"congruent";"100% (low prime visibility)";"200 ms";0.8;"vis";"correct";1203.42976857501
"158";"1";"indoor";"restaurant";"SHINEd_restaurant10.jpg";"outdoor";"street";"SHINEd_street08.jpg";"incongruent";"100% (low prime visibility)";"400 ms";0.8;"vis";"correct";1147.42376043796
"159";"1";"outdoor";"playground";"SHINEd_playground07.jpg";"indoor";"church";"SHINEd_church03.jpg";"incongruent";"20% (high prime visibility)";"200 ms";0.8;"vis";"correct";911.431450514101
"160";"1";"indoor";"bedroom";"SHINEd_bedroom05.jpg";"outdoor";"house";"SHINEd_house07.jpg";"incongruent";"100% (low prime visibility)";"200 ms";0.85;"vis";"correct";999.436579646499
"161";"1";"indoor";"corridor";"SHINEd_corridor01.jpg";"indoor";"bar";"SHINEd_bar06.jpg";"congruent";"100% (low prime visibility)";"200 ms";0.85;"vis";"wrong";1037.42391438482
"162";"1";"outdoor";"garden";"SHINEd_garden05.jpg";"outdoor";"house";"SHINEd_house05.jpg";"congruent";"100% (low prime visibility)";"400 ms";0.9;"vis";"correct";929.432918137536
"163";"1";"indoor";"kitchen";"SHINEd_kitchen02.jpg";"indoor";"staircase";"SHINEd_staircase03.jpg";"congruent";"20% (high prime visibility)";"400 ms";0.95;"vis";"correct";881.445103449551
"164";"1";"outdoor";"parking";"SHINEd_parking13.jpg";"outdoor";"garden";"SHINEd_garden07.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.45;"vis";"correct";719.476569493054
"165";"1";"outdoor";"train";"SHINEd_train06.jpg";"indoor";"library";"SHINEd_library04.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.05;"vis";"wrong";861.452293652292
"166";"1";"indoor";"bar";"SHINEd_bar05.jpg";"indoor";"kitchen";"SHINEd_kitchen03.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.15;"vis";"correct";1091.43948591463
"167";"1";"outdoor";"gasstation";"SHINEd_gasstation05.jpg";"indoor";"church";"SHINEd_church05.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.35;"vis";"wrong";907.458727404446
"168";"1";"indoor";"staircase";"SHINEd_staircase05.jpg";"indoor";"office";"SHINEd_office01.jpg";"congruent";"20% (high prime visibility)";"400 ms";1;"vis";"correct";1039.45147924605
"169";"1";"outdoor";"bridge";"SHINEd_bridge10.jpg";"outdoor";"playground";"SHINEd_playground03.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.5;"vis";"correct";819.427638680281
"170";"1";"outdoor";"parking";"SHINEd_parking05.jpg";"outdoor";"campsite";"SHINEd_campsite04.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.1;"vis";"correct";483.470977917023
"171";"1";"indoor";"diningroom";"SHINEd_diningroom13.jpg";"indoor";"bedroom";"SHINEd_bedroom04.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.2;"vis";"correct";987.438418552301
"172";"1";"outdoor";"bridge";"SHINEd_bridge10.jpg";"indoor";"bathroom";"SHINEd_bathroom01.jpg";"incongruent";"100% (low prime visibility)";"200 ms";0.8;"vis";"wrong";1167.41324982286
"173";"1";"outdoor";"street";"SHINEd_street15.jpg";"indoor";"lobby";"SHINEd_lobby03.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1;"vis";"correct";893.495485583117
"174";"1";"indoor";"corridor";"SHINEd_corridor15.jpg";"indoor";"church";"SHINEd_church05.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.35;"vis";"correct";1061.46732606703
"175";"1";"outdoor";"parking";"SHINEd_parking13.jpg";"indoor";"livingroom";"SHINEd_livingroom03.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.15;"vis";"correct";1011.44409826884
"176";"1";"outdoor";"tenniscourt";"SHINEd_tenniscourt03.jpg";"indoor";"diningroom";"SHINEd_diningroom04.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.3;"vis";"correct";989.468096402561
"177";"1";"indoor";"office";"SHINEd_office03.jpg";"outdoor";"mountain";"SHINEd_mountains01.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.45;"vis";"correct";989.451796194771
"178";"1";"outdoor";"garden";"SHINEd_garden14.jpg";"outdoor";"campsite";"SHINEd_campsite05.jpg";"congruent";"20% (high prime visibility)";"200 ms";0.9;"vis";"correct";1003.470277612
"179";"1";"indoor";"diningroom";"SHINEd_diningroom13.jpg";"outdoor";"shopfront";"SHINEd_shopfront06.jpg";"incongruent";"100% (low prime visibility)";"400 ms";0.9;"vis";"correct";1183.46925733931
"180";"1";"indoor";"office";"SHINEd_office13.jpg";"indoor";"classroom";"SHINEd_classroom04.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.1;"vis";"correct";1063.45474411683
"181";"1";"outdoor";"seaport";"SHINEd_seaport14.jpg";"indoor";"restaurant";"SHINEd_restaurant06.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.2;"vis";"wrong";859.481175811197
"182";"1";"indoor";"bar";"SHINEd_bar05.jpg";"outdoor";"bridge";"SHINEd_bridge06.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.35;"vis";"correct";881.464120358942
"183";"1";"outdoor";"garden";"SHINEd_garden14.jpg";"indoor";"kitchen";"SHINEd_kitchen05.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.15;"vis";"correct";795.489272788473
"184";"1";"indoor";"library";"SHINEd_library10.jpg";"outdoor";"gasstation";"SHINEd_gasstation07.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.4;"vis";"correct";885.457973369739
"185";"1";"outdoor";"parking";"SHINEd_parking05.jpg";"indoor";"staircase";"SHINEd_staircase08.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.45;"vis";"correct";803.484223346459
"186";"1";"indoor";"staircase";"SHINEd_staircase02.jpg";"indoor";"lobby";"SHINEd_lobby03.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.5;"vis";"correct";815.509551456671
"187";"1";"outdoor";"constructionsite";"SHINEd_construction02.jpg";"indoor";"staircase";"SHINEd_staircase03.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.3;"vis";"correct";945.4771532819
"188";"1";"indoor";"bathroom";"SHINEd_bathroom05.jpg";"indoor";"diningroom";"SHINEd_diningroom04.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.2;"vis";"correct";813.513983301164
"189";"1";"indoor";"bar";"SHINEd_bar01.jpg";"outdoor";"constructionsite";"SHINEd_construction07.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.15;"vis";"correct";733.484485961526
"190";"1";"indoor";"church";"SHINEd_church14.jpg";"indoor";"restaurant";"SHINEd_restaurant03.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.4;"vis";"correct";843.502443357465
"191";"1";"indoor";"bathroom";"SHINEd_bathroom06.jpg";"indoor";"livingroom";"SHINEd_livingroom03.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.2;"vis";"correct";1003.48054070673
"192";"1";"outdoor";"playground";"SHINEd_playground13.jpg";"indoor";"office";"SHINEd_office04.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.3;"vis";"correct";863.478952946025
"193";"1";"indoor";"corridor";"SHINEd_corridor15.jpg";"indoor";"church";"SHINEd_church05.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.25;"vis";"correct";857.497380029599
"194";"1";"outdoor";"shopfront";"SHINEd_shopfront01.jpg";"indoor";"lobby";"SHINEd_lobby06.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.4;"vis";"correct";887.507271841969
"195";"1";"indoor";"office";"SHINEd_office13.jpg";"outdoor";"shopfront";"SHINEd_shopfront08.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.3;"vis";"correct";865.498971413217
"196";"1";"indoor";"corridor";"SHINEd_corridor01.jpg";"outdoor";"woods";"SHINEd_woods06.jpg";"incongruent";"100% (low prime visibility)";"400 ms";0.9;"vis";"correct";865.504706671345
"197";"1";"indoor";"library";"SHINEd_library06.jpg";"indoor";"bathroom";"SHINEd_bathroom07.jpg";"congruent";"100% (low prime visibility)";"400 ms";1;"vis";"correct";821.522819222082
"198";"1";"indoor";"lobby";"SHINEd_lobby15.jpg";"indoor";"corridor";"SHINEd_corridor08.jpg";"congruent";"100% (low prime visibility)";"200 ms";0.85;"vis";"correct";951.546868067453
"199";"1";"indoor";"diningroom";"SHINEd_diningroom13.jpg";"indoor";"bedroom";"SHINEd_bedroom04.jpg";"congruent";"100% (low prime visibility)";"200 ms";0.95;"vis";"correct";899.50241437964
"200";"1";"indoor";"church";"SHINEd_church10.jpg";"outdoor";"seaport";"SHINEd_seaport06.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.5;"vis";"correct";1347.46867656941
"201";"1";"outdoor";"tenniscourt";"SHINEd_tenniscourt03.jpg";"outdoor";"constructionsite";"SHINEd_construction07.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.15;"vis";"correct";985.529181133643
"202";"1";"indoor";"office";"SHINEd_office03.jpg";"outdoor";"mountain";"SHINEd_mountains01.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.25;"vis";"correct";859.524039323333
"203";"1";"indoor";"concerthall";"SHINEd_concerthall14.jpg";"outdoor";"street";"SHINEd_street04.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.25;"vis";"wrong";933.507064768492
"204";"1";"indoor";"classroom";"SHINEd_classroom07.jpg";"outdoor";"garden";"SHINEd_garden06.jpg";"incongruent";"20% (high prime visibility)";"200 ms";0.85;"vis";"correct";825.534179864007
"205";"1";"outdoor";"mountain";"SHINEd_mountains02.jpg";"indoor";"classroom";"SHINEd_classroom04.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.4;"vis";"wrong";949.514775371426
"206";"1";"indoor";"restaurant";"SHINEd_restaurant04.jpg";"indoor";"church";"SHINEd_church03.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.5;"vis";"correct";803.51048479406
"207";"1";"outdoor";"street";"SHINEd_street03.jpg";"outdoor";"parking";"SHINEd_parking06.jpg";"congruent";"20% (high prime visibility)";"200 ms";0.9;"vis";"correct";1407.50174184541
"208";"1";"indoor";"bedroom";"SHINEd_bedroom05.jpg";"outdoor";"house";"SHINEd_house07.jpg";"incongruent";"20% (high prime visibility)";"200 ms";0.95;"vis";"correct";1001.50610245328
"209";"1";"indoor";"classroom";"SHINEd_classroom07.jpg";"indoor";"concerthall";"SHINEd_concerthall06.jpg";"congruent";"20% (high prime visibility)";"200 ms";0.8;"vis";"correct";1033.51790138822
"210";"1";"indoor";"lobby";"SHINEd_lobby15.jpg";"indoor";"corridor";"SHINEd_corridor08.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.35;"vis";"correct";829.535881122865
"211";"1";"indoor";"staircase";"SHINEd_staircase02.jpg";"indoor";"lobby";"SHINEd_lobby03.jpg";"congruent";"20% (high prime visibility)";"200 ms";0.85;"vis";"correct";597.530179672503
"212";"1";"outdoor";"garden";"SHINEd_garden05.jpg";"indoor";"bathroom";"SHINEd_bathroom07.jpg";"incongruent";"100% (low prime visibility)";"200 ms";1.2;"vis";"wrong";855.507547134039
"213";"1";"outdoor";"mountain";"SHINEd_mountains09.jpg";"indoor";"corridor";"SHINEd_corridor05.jpg";"incongruent";"20% (high prime visibility)";"200 ms";1.4;"vis";"correct";837.514833327077
"214";"1";"indoor";"concerthall";"SHINEd_concerthall03.jpg";"indoor";"bar";"SHINEd_bar02.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.25;"vis";"correct";1019.51843688039
"215";"1";"outdoor";"parking";"SHINEd_parking13.jpg";"indoor";"livingroom";"SHINEd_livingroom03.jpg";"incongruent";"100% (low prime visibility)";"200 ms";0.8;"vis";"correct";839.523984988773
"216";"1";"outdoor";"gasstation";"SHINEd_gasstation09.jpg";"indoor";"classroom";"SHINEd_classroom01.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.4;"vis";"correct";847.528896785661
"217";"1";"indoor";"classroom";"SHINEd_classroom07.jpg";"outdoor";"garden";"SHINEd_garden06.jpg";"incongruent";"100% (low prime visibility)";"200 ms";0.8;"vis";"correct";1055.48364016067
"218";"1";"indoor";"livingroom";"SHINEd_livingroom13.jpg";"indoor";"corridor";"SHINEd_corridor05.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.05;"vis";"correct";1003.52008380651
"219";"1";"indoor";"concerthall";"SHINEd_concerthall03.jpg";"outdoor";"campsite";"SHINEd_campsite05.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.45;"vis";"correct";1001.51395070134
"220";"1";"indoor";"lobby";"SHINEd_lobby15.jpg";"outdoor";"seaport";"SHINEd_seaport05.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.05;"vis";"correct";863.527551716288
"221";"1";"outdoor";"gasstation";"SHINEd_gasstation05.jpg";"outdoor";"bridge";"SHINEd_bridge07.jpg";"congruent";"100% (low prime visibility)";"200 ms";0.9;"vis";"correct";903.543055025693
"222";"1";"outdoor";"house";"SHINEd_house02.jpg";"outdoor";"bridge";"SHINEd_bridge06.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.4;"vis";"correct";843.533232640766
"223";"1";"indoor";"bedroom";"SHINEd_bedroom09.jpg";"indoor";"library";"SHINEd_library04.jpg";"congruent";"20% (high prime visibility)";"200 ms";0.95;"vis";"correct";1013.52267674611
"224";"1";"indoor";"church";"SHINEd_church10.jpg";"indoor";"diningroom";"SHINEd_diningroom06.jpg";"congruent";"100% (low prime visibility)";"400 ms";0.95;"vis";"correct";909.53972072748
"225";"1";"indoor";"staircase";"SHINEd_staircase05.jpg";"outdoor";"campsite";"SHINEd_campsite04.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.1;"vis";"correct";1011.53797539791
"226";"1";"outdoor";"street";"SHINEd_street03.jpg";"indoor";"corridor";"SHINEd_corridor08.jpg";"incongruent";"100% (low prime visibility)";"400 ms";0.95;"vis";"correct";867.559438546778
"227";"1";"indoor";"office";"SHINEd_office13.jpg";"outdoor";"shopfront";"SHINEd_shopfront08.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.1;"vis";"correct";897.54005035411
"228";"1";"indoor";"bar";"SHINEd_bar05.jpg";"indoor";"kitchen";"SHINEd_kitchen03.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.3;"vis";"correct";1227.51815675929
"229";"1";"indoor";"kitchen";"SHINEd_kitchen02.jpg";"outdoor";"mountain";"SHINEd_mountains05.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.15;"vis";"correct";759.54972724503
"230";"1";"indoor";"restaurant";"SHINEd_restaurant10.jpg";"indoor";"bedroom";"SHINEd_bedroom03.jpg";"congruent";"20% (high prime visibility)";"200 ms";1.4;"vis";"correct";831.520884326892
"231";"1";"outdoor";"woods";"SHINEd_woods10.jpg";"indoor";"bedroom";"SHINEd_bedroom04.jpg";"incongruent";"20% (high prime visibility)";"200 ms";0.95;"vis";"correct";1003.554495358
"232";"1";"indoor";"lobby";"SHINEd_lobby14.jpg";"indoor";"library";"SHINEd_library01.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.45;"vis";"correct";769.557753588742
"233";"1";"outdoor";"woods";"SHINEd_woods03.jpg";"indoor";"bar";"SHINEd_bar02.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1.4;"vis";"wrong";711.576401630737
"234";"1";"indoor";"church";"SHINEd_church14.jpg";"outdoor";"train";"SHINEd_train01.jpg";"incongruent";"100% (low prime visibility)";"400 ms";1;"vis";"correct";993.562165511321
"235";"1";"outdoor";"tenniscourt";"SHINEd_tenniscourt08.jpg";"indoor";"livingroom";"SHINEd_livingroom05.jpg";"incongruent";"20% (high prime visibility)";"400 ms";1.5;"vis";"correct";823.543139545109
"236";"1";"indoor";"classroom";"SHINEd_classroom14.jpg";"indoor";"office";"SHINEd_office04.jpg";"congruent";"100% (low prime visibility)";"400 ms";1.25;"vis";"correct";777.563570952225
"237";"1";"outdoor";"tenniscourt";"SHINEd_tenniscourt08.jpg";"outdoor";"parking";"SHINEd_parking02.jpg";"congruent";"100% (low prime visibility)";"200 ms";1.35;"vis";"correct";679.567923108152
"238";"1";"indoor";"classroom";"SHINEd_classroom14.jpg";"indoor";"office";"SHINEd_office04.jpg";"congruent";"20% (high prime visibility)";"400 ms";1.25;"vis";"correct";813.566808052201
"239";"1";"outdoor";"woods";"SHINEd_woods03.jpg";"outdoor";"playground";"SHINEd_playground01.jpg";"congruent";"100% (low prime visibility)";"400 ms";0.95;"vis";"wrong";789.542111425362
"240";"1";"outdoor";"playground";"SHINEd_playground07.jpg";"outdoor";"shopfront";"SHINEd_shopfront08.jpg";"congruent";"100% (low prime visibility)";"200 ms";1;"vis";"correct";1367.55989133053
